frame_idx,timestamp,A_forehead_R_raw,A_forehead_G_raw,A_forehead_B_raw,A_forehead_R_BPF,A_forehead_G_BPF,A_forehead_B_BPF,A_forehead_R_BPFSG,A_forehead_G_BPFSG,A_forehead_B_BPFSG,A_forehead_rPPG,B_cheek_R_raw,B_cheek_G_raw,B_cheek_B_raw,B_cheek_R_BPF,B_cheek_G_BPF,B_cheek_B_BPF,B_cheek_R_BPFSG,B_cheek_G_BPFSG,B_cheek_B_BPFSG,B_cheek_rPPG,C_combined_R_raw,C_combined_G_raw,C_combined_B_raw,C_combined_R_BPF,C_combined_G_BPF,C_combined_B_BPF,C_combined_R_BPFSG,C_combined_G_BPFSG,C_combined_B_BPFSG,C_combined_rPPG
18,1777836960.762605,111.391871,97.040454,91.759168,-1.261189,0.204005,-0.074309,-1.144968,0.285685,-0.044860,0.676142,135.288925,117.748684,106.457237,-0.722314,0.269552,-0.710516,-0.677526,0.326217,-0.644115,0.142154,127.323241,110.845941,101.557881,-0.901939,0.247703,-0.498447,-0.833340,0.312706,-0.444363,0.006820
19,1777836960.812403,115.146503,99.505860,93.263705,-0.862834,0.529098,0.262013,-0.909083,0.501413,0.230260,0.542039,137.409868,121.016447,110.235965,-0.134023,0.997170,0.053639,-0.158058,0.968141,0.022037,0.015923,129.988747,113.846252,104.578545,-0.376960,0.841146,0.123097,-0.408400,0.812565,0.091445,-0.257485
20,1777836960.856755,116.422684,100.998866,94.711153,-0.451402,0.811303,0.584662,-0.605020,0.699909,0.502566,0.300387,139.779386,123.117105,112.021601,0.430907,1.630742,0.792775,0.335972,1.541125,0.704019,-0.082466,131.993819,115.744359,106.251452,0.136804,1.357596,0.723404,0.022308,1.260719,0.636868,-0.458939
21,1777836960.904761,116.422684,100.998866,94.711153,-0.223300,0.901145,0.779464,-0.312463,0.834218,0.734418,0.014435,139.779386,123.117105,112.021601,0.801689,2.020706,1.360474,0.718495,1.953976,1.300979,-0.115957,131.993819,115.744359,106.251452,0.460026,1.647519,1.166804,0.374842,1.580723,1.112125,-0.544548
22,1777836960.943207,114.710645,99.583771,93.654423,-0.126606,0.840108,0.874395,-0.085902,0.873812,0.912118,-0.241370,139.728821,123.924223,113.267667,0.971617,2.175246,1.763270,0.949538,2.152864,1.746102,-0.065061,131.389429,115.810739,106.729919,0.605543,1.730200,1.466978,0.604392,1.726513,1.468107,-0.497660
23,1777836960.981572,114.710645,99.583771,93.654423,0.002267,0.771100,0.983881,0.072302,0.815684,1.030135,-0.388801,139.728821,123.924223,113.267667,1.020196,2.141063,2.022022,1.034601,2.128532,2.021842,0.050102,131.389429,115.810739,106.729919,0.680887,1.684409,1.675975,0.713834,1.690916,1.691273,-0.365828
24,1777836961.027628,116.568242,101.170510,95.339509,0.199891,0.724540,1.118215,0.204827,0.700483,1.103073,-0.407560,140.197697,124.705373,114.297478,1.005081,1.955846,2.156974,1.021075,1.928977,2.155777,0.182752,132.321212,116.860419,107.978155,0.736684,1.545411,1.810721,0.748992,1.519479,1.804875,-0.224490
25,1777836961.078207,116.568242,101.170510,95.339509,0.373860,0.617969,1.182488,0.344854,0.582953,1.150917,-0.354091,140.197697,124.705373,114.297478,0.960073,1.647427,2.185337,0.969771,1.634555,2.184807,0.304945,132.321212,116.860419,107.978155,0.764668,1.304274,1.851054,0.761465,1.284021,1.840177,-0.100539
26,1777836961.132840,116.797353,100.061815,94.732136,0.488968,0.461417,1.157455,0.487163,0.492103,1.169868,-0.276478,140.755921,124.009320,114.939254,0.909554,1.285913,2.125953,0.921537,1.325219,2.138248,0.401924,132.769732,116.026818,108.203548,0.769359,1.011081,1.803120,0.776746,1.047513,1.815455,0.005744
27,1777836961.195356,116.797353,100.061815,94.732136,0.566990,0.357871,1.099635,0.595871,0.424322,1.132633,-0.191900,140.755921,124.009320,114.939254,0.868103,0.983844,1.998549,0.892800,1.060980,2.028664,0.454198,132.769732,116.026818,108.203548,0.767732,0.775186,1.698911,0.793823,0.848761,1.729987,0.087635
28,1777836961.246299,116.974102,100.588658,95.201134,0.629177,0.347352,1.020023,0.638416,0.368785,1.015095,-0.111114,140.853838,124.008333,114.875987,0.859980,0.818236,1.834870,0.882920,0.869609,1.845525,0.443149,132.893926,116.201775,108.317703,0.783046,0.661274,1.563255,0.801419,0.702668,1.568715,0.142860
29,1777836961.293779,118.414230,101.882066,95.691618,0.643864,0.360479,0.866732,0.601092,0.317151,0.812200,-0.038298,141.958553,125.914693,116.379386,0.879432,0.762681,1.625181,0.876066,0.747034,1.576748,0.353703,134.110445,117.903817,109.483463,0.800909,0.628614,1.372365,0.784408,0.603740,1.321899,0.173927
30,1777836961.347985,118.414230,101.882066,95.691618,0.531365,0.297467,0.582027,0.477706,0.247332,0.529998,0.021902,141.958553,125.914693,116.379386,0.878014,0.713971,1.292374,0.850791,0.663982,1.228564,0.175955,134.110445,117.903817,109.483463,0.762464,0.575136,1.055592,0.726429,0.525099,0.995709,0.218745
31,1777836961.394346,117.843665,101.263158,94.424756,0.288920,0.144946,0.185028,0.275659,0.135785,0.188229,0.064458,142.651206,126.261623,115.361075,0.819813,0.618745,0.838857,0.793349,0.588348,0.830517,-0.109528,134.382026,117.928801,108.382302,0.642849,0.460812,0.620914,0.620786,0.437494,0.616421,0.337402
32,1777836961.465881,117.553606,101.211891,93.762768,-0.004398,-0.040130,-0.219961,0.025135,-0.017887,-0.173253,0.087172,142.090384,125.761048,114.548745,0.698951,0.493218,0.379981,0.699448,0.507683,0.431902,-0.474564,133.911458,117.577996,107.620086,0.464502,0.315435,0.180000,0.474677,0.332493,0.230184,0.527141
33,1777836961.519024,117.553606,101.211891,93.762768,-0.280071,-0.221087,-0.551230,-0.238109,-0.199681,-0.511102,0.090564,142.090384,125.761048,114.548745,0.550154,0.380253,0.017994,0.571411,0.424582,0.086860,-0.791151,133.911458,117.577996,107.620086,0.273412,0.179806,-0.171747,0.301571,0.216495,-0.112461,0.727347
34,1777836961.575303,117.553606,101.211891,93.762768,-0.500673,-0.384923,-0.796253,-0.493922,-0.397434,-0.796192,0.077782,142.090384,125.761048,114.548745,0.408699,0.313398,-0.215449,0.415690,0.338068,-0.173088,-0.943838,133.911458,117.577996,107.620086,0.105575,0.080624,-0.409050,0.112486,0.092900,-0.380790,0.873645
35,1777836961.619189,118.466082,102.036647,94.311696,-0.671164,-0.548731,-0.984168,-0.726866,-0.596755,-1.017036,0.054872,142.700110,126.898465,115.236184,0.264127,0.263921,-0.345877,0.240772,0.234271,-0.360941,-0.901939,134.622100,118.611192,108.261355,-0.047637,-0.006963,-0.558641,-0.081774,-0.042738,-0.579639,0.912700
36,1777836961.672320,119.298051,101.778752,94.040936,-0.856460,-0.747050,-1.150026,-0.913155,-0.776672,-1.174525,0.031850,142.613816,127.340680,116.284978,0.084559,0.144180,-0.462025,0.056783,0.092313,-0.519960,-0.691452,134.841894,118.820037,108.870297,-0.229114,-0.152897,-0.691359,-0.266530,-0.197349,-0.738148,0.813009
37,1777836961.720933,117.146125,100.561815,93.360870,-1.036897,-0.927742,-1.269206,-1.011959,-0.901987,-1.261281,0.019951,142.004057,126.516667,115.566886,-0.116291,-0.079264,-0.637905,-0.119793,-0.104532,-0.685070,-0.381015,133.718080,117.865049,108.164880,-0.423160,-0.362090,-0.848339,-0.417182,-0.370350,-0.877140,0.577051
38,1777836961.771134,117.146125,100.561815,93.360870,-1.048292,-0.970445,-1.276222,-0.964487,-0.919735,-1.250596,0.021646,142.004057,126.516667,115.566886,-0.284385,-0.352378,-0.855237,-0.262006,-0.355077,-0.863419,-0.068729,133.718080,117.865049,108.164880,-0.539021,-0.558400,-0.995565,-0.496166,-0.543296,-0.992478,0.266736
39,1777836961.823385,118.423782,101.564717,93.697856,-0.816411,-0.840355,-1.145655,-0.730418,-0.787104,-1.111803,0.028551,141.587053,126.292139,114.784255,-0.375732,-0.624733,-1.050433,-0.340774,-0.625248,-1.032389,0.137963,133.865963,118.049665,107.755455,-0.522625,-0.696607,-1.082174,-0.470655,-0.679200,-1.058860,-0.045390
40,1777836961.875144,117.533333,100.354971,93.208967,-0.356938,-0.536717,-0.865823,-0.308181,-0.491973,-0.826644,0.031694,141.735965,126.274561,115.141776,-0.358696,-0.864131,-1.164924,-0.335383,-0.857182,-1.145698,0.209332,133.668421,117.634698,107.830840,-0.358110,-0.754993,-1.065223,-0.326316,-0.735446,-1.039347,-0.334902
41,1777836961.931803,121.037561,103.025959,94.643658,0.266121,-0.074143,-0.442900,0.253184,-0.063084,-0.410096,0.026812,142.429815,125.808770,115.127147,-0.246922,-1.025701,-1.175076,-0.243856,-1.002975,-1.161344,0.232429,135.299064,118.214500,108.299318,-0.075907,-0.708515,-0.931017,-0.078176,-0.689678,-0.910928,-0.572105
42,1777836961.984406,121.037561,103.025959,94.643658,0.875696,0.429598,0.062495,0.841511,0.423446,0.076916,0.013427,142.429815,125.808770,115.127147,-0.088466,-1.052749,-1.066633,-0.087491,-1.026022,-1.050849,0.283626,135.299064,118.214500,108.299318,0.232921,-0.558633,-0.690257,0.222177,-0.542866,-0.674927,-0.718712
43,1777836962.036537,121.212783,103.307571,95.814553,1.379966,0.898039,0.582490,1.332363,0.873519,0.551825,-0.005647,142.458409,126.510059,115.733725,0.097976,-0.927351,-0.829829,0.098603,-0.892137,-0.794563,0.363347,135.376533,118.775896,109.094001,0.525306,-0.318887,-0.359056,0.509857,-0.303585,-0.345767,-0.764444
44,1777836962.086370,123.057025,105.068802,97.048967,1.736773,1.275038,1.013824,1.650159,1.208179,0.942463,-0.024929,143.191027,126.439787,115.886541,0.291132,-0.667548,-0.478592,0.278782,-0.603896,-0.411553,0.445003,136.479693,119.316126,109.607349,0.773012,-0.020019,0.018880,0.735907,0.000129,0.039786,-0.719423
45,1777836962.135966,123.057025,105.068802,97.048967,1.839084,1.448106,1.249415,1.785413,1.386380,1.202706,-0.037356,143.191027,126.439787,115.886541,0.443800,-0.261255,-0.008141,0.428340,-0.218447,0.029482,0.500805,136.479693,119.316126,109.607349,0.908894,0.308532,0.411044,0.880698,0.316496,0.420557,-0.609603
46,1777836962.189827,120.742773,103.940216,95.854671,1.729083,1.414434,1.308701,1.774127,1.410718,1.315272,-0.041044,143.186370,129.335217,118.946542,0.535131,0.223562,0.504414,0.529583,0.174459,0.436201,0.508402,135.705171,120.870217,111.249251,0.933115,0.620519,0.772510,0.944431,0.586546,0.729225,-0.472899
47,1777836962.248488,121.033333,103.796429,96.442857,1.579667,1.274847,1.272840,1.654456,1.303997,1.287577,-0.042764,143.140797,129.923306,119.772321,0.570755,0.592101,0.848019,0.565890,0.486905,0.724697,0.456026,135.771642,121.214347,111.995833,0.907059,0.819683,0.989626,0.928745,0.759269,0.912324,-0.353853
48,1777836962.307162,121.870040,103.828770,96.318254,1.430224,1.087044,1.157510,1.448339,1.102230,1.151365,-0.053816,143.337340,129.566621,118.702610,0.548588,0.746099,0.930450,0.531800,0.671416,0.859764,0.348346,136.181573,120.987337,111.241158,0.842466,0.859747,1.006137,0.837313,0.815020,0.956964,-0.270599
49,1777836962.354528,121.870040,103.828770,96.318254,1.207227,0.854691,0.954552,1.159941,0.848105,0.943508,-0.080317,143.337340,129.566621,118.702610,0.455398,0.725892,0.837292,0.436858,0.726822,0.858094,0.216998,136.181573,120.987337,111.241158,0.706007,0.768825,0.876379,0.677885,0.767250,0.886565,-0.199282
50,1777836962.401819,122.011111,103.480556,95.680952,0.864242,0.583477,0.689313,0.780858,0.570138,0.685186,-0.112560,142.711081,128.320627,117.424336,0.303771,0.624119,0.689409,0.300037,0.685719,0.766509,0.098587,135.811091,120.040603,110.176542,0.490595,0.610572,0.689377,0.460311,0.647192,0.739401,-0.097202
51,1777836962.458053,122.011111,103.480556,95.680952,0.374507,0.287707,0.400427,0.325204,0.286511,0.399063,-0.134724,142.711081,128.320627,117.424336,0.134029,0.562271,0.610741,0.146386,0.604017,0.653196,-0.000920,135.811091,120.040603,110.176542,0.214188,0.470750,0.540636,0.205992,0.498182,0.568485,0.065647
52,1777836962.509853,119.381096,102.575425,95.354253,-0.192048,-0.001917,0.111287,-0.145317,0.019146,0.122351,-0.136955,142.159759,130.280921,119.816228,-0.017800,0.542224,0.587806,0.003168,0.526427,0.569440,-0.089280,134.566871,121.045756,111.662236,-0.075883,0.360844,0.428966,-0.046327,0.357333,0.420410,0.266030
53,1777836962.561018,118.971345,102.567057,94.636062,-0.652775,-0.236797,-0.143037,-0.551953,-0.209858,-0.108315,-0.115167,142.283882,129.246930,118.312829,-0.124231,0.483401,0.524123,-0.109273,0.465959,0.516576,-0.169117,134.513036,120.353639,110.420573,-0.300413,0.243335,0.301736,-0.256833,0.240687,0.308279,0.448917
54,1777836962.606364,118.971345,102.567057,94.636062,-0.905700,-0.401798,-0.315336,-0.851209,-0.396691,-0.282849,-0.071137,142.283882,129.246930,118.312829,-0.182988,0.409026,0.458796,-0.184709,0.416534,0.468762,-0.241340,134.513036,120.353639,110.420573,-0.423892,0.138751,0.200752,-0.406875,0.145459,0.218225,0.570673
55,1777836962.652159,120.053606,102.672125,95.011696,-0.996849,-0.518357,-0.410288,-1.033390,-0.545996,-0.417977,-0.013030,142.363816,129.634759,119.363816,-0.210329,0.358508,0.421492,-0.222025,0.369232,0.406771,-0.302460,134.927079,120.647214,111.246442,-0.472502,0.066219,0.144232,-0.492480,0.064156,0.131855,0.604334
56,1777836962.700060,120.053606,102.672125,95.011696,-1.023585,-0.610503,-0.471478,-1.095500,-0.645070,-0.523046,0.043775,142.363816,129.634759,119.363816,-0.220555,0.317100,0.346961,-0.219184,0.326337,0.332860,-0.341884,134.927079,120.647214,111.246442,-0.488232,0.007899,0.074148,-0.511289,0.002535,0.047558,0.544078
57,1777836962.750320,120.473413,102.685317,96.010714,-1.054517,-0.696035,-0.562742,-1.051442,-0.676617,-0.597306,0.088707,141.825092,129.376030,118.052427,-0.204964,0.290260,0.252085,-0.182070,0.289806,0.255965,-0.343156,134.707865,120.479126,110.705189,-0.488148,-0.038505,-0.019524,-0.471861,-0.032335,-0.028458,0.396728
58,1777836962.797144,116.848015,100.289225,93.143289,-0.998366,-0.700126,-0.663888,-0.920992,-0.634010,-0.633627,0.122921,141.945943,130.260417,119.455592,-0.136332,0.272325,0.185999,-0.121617,0.250688,0.180308,-0.291184,133.579967,120.270019,110.684824,-0.423677,-0.051825,-0.097297,-0.388075,-0.044211,-0.091004,0.191597
59,1777836962.868511,120.170501,102.591740,94.403736,-0.733205,-0.541579,-0.657764,-0.700212,-0.515785,-0.607998,0.145534,142.606465,129.817247,118.621948,-0.034473,0.230425,0.128320,-0.047332,0.211078,0.126696,-0.181042,135.127810,120.742078,110.549211,-0.267383,-0.026910,-0.133708,-0.264959,-0.031210,-0.118202,-0.024219
60,1777836962.917331,120.170501,102.591740,94.403736,-0.368289,-0.305605,-0.536915,-0.378796,-0.325860,-0.500548,0.153654,142.606465,129.817247,118.621948,0.042445,0.168476,0.090027,0.027334,0.183033,0.120825,-0.022800,135.127810,120.742078,110.549211,-0.094466,0.010449,-0.118954,-0.108043,0.013402,-0.086299,-0.228227
61,1777836962.965952,119.729007,102.789774,94.098328,-0.005637,-0.086191,-0.338844,0.015532,-0.090924,-0.320899,0.148421,142.041139,128.873079,117.918174,0.085119,0.138625,0.125928,0.082947,0.171294,0.160794,0.159218,134.603762,120.178644,109.978225,0.054867,0.063686,-0.028996,0.060475,0.083888,0.000230,-0.405745
62,1777836963.015887,119.949708,102.174074,95.413450,0.381445,0.122076,-0.090564,0.401513,0.131090,-0.116412,0.132351,142.624123,129.944298,119.278070,0.107802,0.170620,0.235063,0.102862,0.177911,0.229379,0.331938,135.065984,120.687557,111.323197,0.199017,0.154439,0.126520,0.202412,0.162304,0.114115,-0.528964
63,1777836963.075185,121.844641,103.539233,95.716814,0.728022,0.305924,0.113421,0.686869,0.284711,0.055342,0.109549,142.312387,129.876808,119.134042,0.094964,0.222157,0.345186,0.084938,0.203825,0.312783,0.462061,135.489805,121.097617,111.328299,0.305984,0.250079,0.267931,0.285582,0.230787,0.226969,-0.572435
64,1777836963.125774,121.844641,103.539233,95.716814,0.892368,0.388501,0.205653,0.810928,0.343612,0.168816,0.072425,142.312387,129.876808,119.134042,0.043052,0.256081,0.410825,0.036653,0.242661,0.394600,0.524365,135.489805,121.097617,111.328299,0.326158,0.300221,0.342434,0.294745,0.276311,0.319339,-0.520640
65,1777836963.179542,121.472320,103.079727,94.815789,0.821366,0.336717,0.210713,0.742746,0.298707,0.224611,0.003474,142.042971,129.600378,118.640129,-0.031799,0.279715,0.446170,-0.035903,0.283456,0.457830,0.505112,135.186087,120.760161,110.698682,0.252589,0.298716,0.367684,0.223647,0.288539,0.380090,-0.384044
66,1777836963.228950,121.472320,103.079727,94.815789,0.543024,0.183516,0.197086,0.499421,0.161118,0.233268,-0.094790,142.042971,129.600378,118.640129,-0.114605,0.306300,0.475828,-0.118061,0.320325,0.494411,0.399591,135.186087,120.760161,110.698682,0.104605,0.265372,0.382914,0.087766,0.267256,0.407363,-0.176053
67,1777836963.290707,119.850292,102.517349,94.848343,0.129973,-0.033958,0.199094,0.162485,-0.025699,0.212673,-0.198902,141.894079,129.455921,118.707895,-0.194211,0.342322,0.501434,-0.184097,0.354452,0.503069,0.207981,134.546150,120.476397,110.754711,-0.086150,0.216895,0.400654,-0.068570,0.227735,0.406271,0.097481
68,1777836963.338569,118.732136,101.627221,95.414367,-0.260884,-0.242684,0.195874,-0.164698,-0.196542,0.177340,-0.279865,141.460417,129.696053,118.832237,-0.247610,0.378592,0.496977,-0.217794,0.377416,0.475897,-0.079205,133.884323,120.339775,111.026280,-0.252035,0.171500,0.396609,-0.200095,0.186096,0.376378,0.387713
69,1777836963.381021,118.732136,101.627221,95.414367,-0.492123,-0.357991,0.146328,-0.409422,-0.297294,0.129939,-0.311889,141.460417,129.696053,118.832237,-0.241045,0.389814,0.431752,-0.219717,0.368500,0.399107,-0.437097,133.884323,120.339775,111.026280,-0.324738,0.140546,0.336611,-0.282952,0.146569,0.309385,0.620079
70,1777836963.435224,120.041021,102.085633,94.841399,-0.573112,-0.364162,0.050983,-0.561407,-0.324456,0.059107,-0.281161,142.250439,129.684649,118.165680,-0.189561,0.352548,0.303841,-0.201870,0.319715,0.280511,-0.763042,134.847299,120.484977,110.390920,-0.317411,0.113645,0.219555,-0.321716,0.104991,0.206710,0.741922
71,1777836963.483223,120.041021,102.085633,94.841399,-0.600403,-0.294066,-0.048833,-0.661709,-0.317712,-0.046876,-0.190620,142.250439,129.684649,118.165680,-0.151326,0.250944,0.138211,-0.179925,0.244718,0.155661,-0.961269,134.847299,120.484977,110.390920,-0.301019,0.069274,0.075863,-0.340520,0.057241,0.088149,0.729165
72,1777836963.521953,120.940020,103.755359,95.314651,-0.653467,-0.223284,-0.149237,-0.750007,-0.314146,-0.176740,-0.070119,142.095841,128.338495,116.684675,-0.149183,0.115993,-0.012257,-0.168807,0.157510,0.053243,-1.000000,135.043900,120.144116,109.561333,-0.317278,0.002901,-0.057917,-0.362540,0.000291,-0.023418,0.590175
73,1777836963.574685,120.940020,103.755359,95.314651,-0.792207,-0.268426,-0.283203,-0.832083,-0.328249,-0.304618,0.041574,142.095841,128.338495,116.684675,-0.170263,0.025355,-0.067125,-0.178031,0.056195,-0.027647,-0.891792,135.043900,120.144116,109.561333,-0.377578,-0.072572,-0.139151,-0.396048,-0.071953,-0.119971,0.366671
74,1777836963.630150,117.824764,100.930246,94.132136,-0.926642,-0.381294,-0.422784,-0.867180,-0.344798,-0.406482,0.124763,141.555154,129.127961,118.122478,-0.186239,-0.021378,-0.052451,-0.192915,-0.063865,-0.105504,-0.684701,133.645024,119.728722,110.125697,-0.433040,-0.141350,-0.175895,-0.417670,-0.157509,-0.205830,0.131587
75,1777836963.759850,119.242533,101.980151,94.126654,-0.868955,-0.387298,-0.478773,-0.778556,-0.317770,-0.448273,0.168096,142.171272,129.498355,118.191228,-0.175913,-0.115200,-0.102097,-0.171007,-0.183133,-0.185137,-0.444672,134.528359,120.325621,110.169703,-0.406927,-0.205899,-0.227656,-0.373523,-0.228012,-0.272849,-0.053765
76,1777836964.015744,119.440708,102.166962,95.073746,-0.598612,-0.256719,-0.436946,-0.519178,-0.201062,-0.400803,0.167552,141.013223,127.981239,116.747966,-0.117480,-0.276725,-0.247660,-0.071137,-0.264920,-0.250927,-0.241562,133.822385,119.376480,109.523226,-0.277858,-0.270056,-0.310756,-0.220484,-0.243634,-0.300886,-0.177778
