frame_idx,timestamp,A_forehead_R_raw,A_forehead_G_raw,A_forehead_B_raw,A_forehead_R_BPF,A_forehead_G_BPF,A_forehead_B_BPF,A_forehead_R_BPFSG,A_forehead_G_BPFSG,A_forehead_B_BPFSG,A_forehead_rPPG,B_cheek_R_raw,B_cheek_G_raw,B_cheek_B_raw,B_cheek_R_BPF,B_cheek_G_BPF,B_cheek_B_BPF,B_cheek_R_BPFSG,B_cheek_G_BPFSG,B_cheek_B_BPFSG,B_cheek_rPPG,C_combined_R_raw,C_combined_G_raw,C_combined_B_raw,C_combined_R_BPF,C_combined_G_BPF,C_combined_B_BPF,C_combined_R_BPFSG,C_combined_G_BPFSG,C_combined_B_BPFSG,C_combined_rPPG
0,1777731268.282710,113.990948,95.878539,82.949967,0.812979,0.893142,0.413585,2.134401,1.955809,1.150388,0.024572,141.101687,122.168613,107.776140,0.227711,0.343396,0.473396,0.596410,0.163522,0.126204,-0.153980,132.064774,113.405255,99.500749,0.422800,0.526645,0.453459,1.109074,0.760951,0.467599,0.000230
1,1777731268.311957,113.180480,95.672160,83.118560,2.329557,2.084906,1.251833,2.315558,2.064321,1.238962,0.026095,141.159807,122.557842,107.315814,0.636303,0.102105,0.032199,0.640575,0.125374,0.061042,-0.048309,131.833365,113.595948,99.250063,1.200721,0.763038,0.438744,1.198903,0.771690,0.453682,0.000799
2,1777731268.329781,113.180480,95.672160,83.118560,3.247689,2.746320,1.747599,2.804548,2.358873,1.482536,0.029828,141.159807,122.557842,107.315814,0.884563,-0.042966,-0.242233,0.756203,0.015630,-0.124885,0.193514,131.833365,113.595948,99.250063,1.672271,0.886796,0.421044,1.438985,0.796711,0.410922,0.002441
3,1777731268.374469,113.161746,95.572540,82.948889,3.743501,2.995858,1.981053,3.438420,2.734844,1.806748,0.033433,141.532197,123.228265,108.694895,0.994277,-0.177801,-0.454266,0.893961,-0.153662,-0.403206,0.450619,132.075380,114.009690,100.112893,1.910685,0.880085,0.357507,1.742114,0.809173,0.333445,0.004956
4,1777731268.439928,114.116349,95.128889,82.963175,3.920214,2.956434,2.039099,3.934133,2.991562,2.067372,0.033598,141.317190,121.945797,106.593254,0.981445,-0.352755,-0.699024,0.974592,-0.361960,-0.716068,0.638799,132.250243,113.006828,98.716561,1.961034,0.750308,0.213684,1.961106,0.755880,0.211745,0.008089
5,1777731268.457916,114.116349,95.128889,82.963175,3.829157,2.750355,1.993147,3.843421,2.797528,2.026723,0.026832,141.317190,121.945797,106.593254,0.879462,-0.546306,-0.943661,0.883338,-0.558545,-0.953121,0.691717,132.250243,113.006828,98.716561,1.862693,0.552581,0.035275,1.870032,0.560146,0.040160,0.010997
6,1777731268.522426,113.997143,95.270476,83.294762,3.539204,2.459468,1.885872,3.577877,2.505138,1.917316,0.008674,141.079545,122.006854,106.606782,0.731408,-0.757844,-1.176577,0.744726,-0.804942,-1.225074,0.607943,132.052078,113.094728,98.836109,1.667340,0.314594,-0.155760,1.689109,0.298418,-0.177611,0.013078
7,1777731268.538804,113.997143,95.270476,83.294762,3.136092,2.127812,1.736341,3.165674,2.148805,1.747705,-0.024363,141.079545,122.006854,106.606782,0.576282,-1.030173,-1.455083,0.591006,-1.062778,-1.490675,0.411934,132.052078,113.094728,98.836109,1.429552,0.022489,-0.391275,1.449229,0.007750,-0.411215,0.013705
8,1777731268.585426,114.939763,96.115372,84.130184,2.646036,1.758197,1.533586,2.619320,1.730340,1.503865,-0.079937,141.159040,119.870593,104.143755,0.436835,-1.320826,-1.738767,0.449302,-1.279592,-1.690706,0.184411,132.419281,111.952186,97.472565,1.173235,-0.294485,-0.647983,1.172641,-0.276281,-0.625849,0.013065
9,1777731268.603345,114.939763,96.115372,84.130184,2.037820,1.314474,1.237982,1.969294,1.256388,1.182496,-0.163240,141.159040,119.870593,104.143755,0.320011,-1.501365,-1.888683,0.331782,-1.424194,-1.800167,0.009525,132.419281,111.952186,97.472565,0.892614,-0.562752,-0.846461,0.877619,-0.530666,-0.805946,0.011722
10,1777731268.621593,114.939763,96.115372,84.130184,1.298463,0.780254,0.831456,1.268872,0.759018,0.806269,-0.261625,141.159040,119.870593,104.143755,0.231845,-1.513180,-1.845068,0.236118,-1.487616,-1.822607,-0.100459,132.419281,111.952186,97.472565,0.587384,-0.748702,-0.952893,0.580369,-0.738738,-0.946315,0.010414
11,1777731268.647244,112.495251,94.192096,82.453278,0.524847,0.230940,0.379753,0.582780,0.284993,0.414872,-0.353253,141.549070,121.275018,105.862096,0.164238,-1.417862,-1.689130,0.155674,-1.466034,-1.759636,-0.162547,131.864463,112.247377,98.059157,0.284441,-0.868261,-0.999502,0.298042,-0.882358,-1.034800,0.009875
