frame_idx,timestamp,A_forehead_R_raw,A_forehead_G_raw,A_forehead_B_raw,A_forehead_R_BPF,A_forehead_G_BPF,A_forehead_B_BPF,A_forehead_R_BPFSG,A_forehead_G_BPFSG,A_forehead_B_BPFSG,A_forehead_rPPG,B_cheek_R_raw,B_cheek_G_raw,B_cheek_B_raw,B_cheek_R_BPF,B_cheek_G_BPF,B_cheek_B_BPF,B_cheek_R_BPFSG,B_cheek_G_BPFSG,B_cheek_B_BPFSG,B_cheek_rPPG,C_combined_R_raw,C_combined_G_raw,C_combined_B_raw,C_combined_R_BPF,C_combined_G_BPF,C_combined_B_BPF,C_combined_R_BPFSG,C_combined_G_BPFSG,C_combined_B_BPFSG,C_combined_rPPG
38,1777725426.846742,161.651786,139.552565,130.325075,0.035228,-0.006165,0.174854,0.061664,0.023091,0.186308,0.007034,142.105563,135.357021,123.131242,-0.148604,-0.113241,-0.181820,-0.116252,-0.153998,-0.215202,0.165849,148.620970,136.755536,125.529186,-0.087327,-0.077549,-0.062929,-0.056947,-0.094969,-0.081366,0.243039
39,1777725426.913040,161.547492,139.835740,130.441996,0.079630,0.036195,0.234919,0.114824,0.054859,0.244424,0.011606,142.611400,134.361183,122.379149,-0.133688,-0.279689,-0.359692,-0.124862,-0.287643,-0.373901,0.152268,148.923431,136.186035,125.066764,-0.062582,-0.174394,-0.161488,-0.044967,-0.173475,-0.167793,0.286269
40,1777725426.924890,161.547492,139.835740,130.441996,0.175012,0.107318,0.273928,0.179922,0.101555,0.255448,0.009546,142.611400,134.361183,122.379149,-0.087010,-0.429067,-0.519552,-0.095678,-0.398825,-0.495495,0.141936,148.923431,136.186035,125.066764,0.000330,-0.250272,-0.255059,-0.003812,-0.232031,-0.245180,0.328399
41,1777725426.974254,162.771732,140.433046,131.046848,0.275806,0.171910,0.259284,0.228387,0.141613,0.205568,0.005048,142.757200,133.773361,121.536535,-0.036203,-0.506618,-0.609960,-0.047994,-0.454773,-0.552756,0.138057,149.428710,135.993256,124.706639,0.067800,-0.280442,-0.320212,0.044133,-0.255978,-0.299981,0.360786
42,1777725426.987645,162.771732,140.433046,131.046848,0.287797,0.182935,0.140644,0.241898,0.157065,0.106082,0.005210,142.757200,133.773361,121.536535,0.004404,-0.471138,-0.574582,-0.006783,-0.438765,-0.536457,0.142606,149.428710,135.993256,124.706639,0.098868,-0.253114,-0.336173,0.076111,-0.240155,-0.322277,0.370281
43,1777725427.038427,161.502660,139.727077,129.291160,0.206069,0.140044,-0.047201,0.213502,0.143288,-0.016339,0.012581,142.722376,134.994461,123.010714,0.027456,-0.345446,-0.438815,0.017889,-0.361362,-0.460959,0.139462,148.982471,136.571999,125.104196,0.086994,-0.183616,-0.308277,0.083093,-0.193145,-0.312752,0.340626
44,1777725427.051239,161.502660,139.727077,129.291160,0.115068,0.089509,-0.184491,0.147698,0.108237,-0.129820,0.024366,142.722376,134.994461,123.010714,0.032499,-0.215979,-0.309297,0.032166,-0.252730,-0.356044,0.098603,148.982471,136.571999,125.104196,0.060022,-0.114149,-0.267695,0.070676,-0.132408,-0.280636,0.221320
45,1777725427.106611,161.713273,139.741641,129.781028,0.045412,0.051203,-0.232467,0.059682,0.063837,-0.207268,0.036388,142.378426,134.859621,122.677259,0.030400,-0.118605,-0.225087,0.044032,-0.140504,-0.249233,0.016429,148.823375,136.486961,125.045182,0.035404,-0.062002,-0.227547,0.049249,-0.072391,-0.235245,-0.036745
46,1777725427.174300,161.713273,139.741641,129.781028,-0.026344,0.018381,-0.233522,-0.034886,0.018643,-0.237972,0.044572,142.378426,134.859621,122.677259,0.042998,-0.038510,-0.157448,0.057640,-0.038278,-0.153428,-0.084421,148.823375,136.486961,125.045182,0.019884,-0.019546,-0.182806,0.026798,-0.019305,-0.181610,-0.383220
47,1777725427.200967,161.746684,139.867602,130.103954,-0.117600,-0.020182,-0.223816,-0.137507,-0.030514,-0.241958,0.045913,142.671793,134.613703,122.400364,0.068822,0.044410,-0.077588,0.069824,0.061977,-0.055029,-0.178889,149.030090,136.365002,124.968228,0.006681,0.022879,-0.126331,0.000713,0.031147,-0.117339,-0.710629
