frame_idx,timestamp,A_forehead_R_raw,A_forehead_G_raw,A_forehead_B_raw,A_forehead_R_BPF,A_forehead_G_BPF,A_forehead_B_BPF,A_forehead_R_BPFSG,A_forehead_G_BPFSG,A_forehead_B_BPFSG,A_forehead_rPPG,B_cheek_R_raw,B_cheek_G_raw,B_cheek_B_raw,B_cheek_R_BPF,B_cheek_G_BPF,B_cheek_B_BPF,B_cheek_R_BPFSG,B_cheek_G_BPFSG,B_cheek_B_BPFSG,B_cheek_rPPG,C_combined_R_raw,C_combined_G_raw,C_combined_B_raw,C_combined_R_BPF,C_combined_G_BPF,C_combined_B_BPF,C_combined_R_BPFSG,C_combined_G_BPFSG,C_combined_B_BPFSG,C_combined_rPPG
10,1777725565.112238,146.440424,124.182261,116.977827,-1.216503,-1.359409,-0.471840,-1.240051,-1.360303,-0.459398,-0.128205,127.572882,118.612693,113.649615,-1.269402,-1.578277,-0.113456,-1.292533,-1.593298,-0.121628,-0.119365,133.862063,120.469215,114.759019,-1.251769,-1.505321,-0.232917,-1.275039,-1.515633,-0.234218,-0.225225
11,1777725565.125649,146.272771,125.098930,117.832105,-1.001923,-0.885784,-0.216979,-0.999788,-0.902799,-0.227346,-0.107611,127.862280,119.951595,114.750688,-0.835245,-0.856469,0.310907,-0.844484,-0.899045,0.265552,-0.125168,133.999110,121.667373,115.777827,-0.890804,-0.866241,0.134945,-0.896252,-0.900296,0.101253,-0.330636
12,1777725565.138322,146.272771,125.098930,117.832105,-0.841107,-0.517327,-0.064871,-0.835055,-0.546699,-0.091471,-0.077245,127.862280,119.951595,114.750688,-0.514132,-0.311712,0.554307,-0.524090,-0.347830,0.525654,-0.118908,133.999110,121.667373,115.777827,-0.623124,-0.380251,0.347914,-0.627745,-0.414120,0.319946,-0.394527
13,1777725565.149793,146.899976,125.535331,117.866594,-0.707590,-0.263670,0.000722,-0.715087,-0.292395,-0.017614,-0.050569,128.755486,119.913611,114.186667,-0.291035,0.060101,0.669719,-0.314985,0.062137,0.696961,-0.105432,134.803649,121.787518,115.413309,-0.429886,-0.047823,0.446720,-0.448352,-0.056040,0.458769,-0.398744
14,1777725565.160738,146.899976,125.535331,117.866594,-0.596451,-0.110397,0.028153,-0.597924,-0.114984,0.041295,-0.033119,128.755486,119.913611,114.186667,-0.165944,0.319243,0.769117,-0.178741,0.342521,0.818200,-0.091317,134.803649,121.787518,115.413309,-0.309447,0.176029,0.522129,-0.318469,0.190019,0.559232,-0.341110
15,1777725565.181067,147.017598,125.267301,117.499643,-0.478999,-0.013277,0.081147,-0.448027,0.023931,0.134123,-0.020506,128.638064,120.796892,115.316694,-0.098022,0.496035,0.899942,-0.070951,0.511554,0.923665,-0.083576,134.764575,122.287028,116.044344,-0.225014,0.326264,0.627010,-0.196643,0.349013,0.660484,-0.234207
16,1777725565.190738,147.017598,125.267301,117.499643,-0.304379,0.099375,0.236775,-0.251465,0.152556,0.296558,-0.005258,128.638064,120.796892,115.316694,-0.007658,0.588143,1.043031,0.043774,0.584934,1.036072,-0.087924,134.764575,122.287028,116.044344,-0.106565,0.425220,0.774279,-0.054639,0.440808,0.789568,-0.104032
17,1777725565.320880,147.894530,126.168847,118.795125,-0.047011,0.257287,0.509442,-0.016833,0.274548,0.535764,0.021393,129.520421,121.934337,116.499381,0.149238,0.583126,1.170638,0.184714,0.561720,1.156362,-0.103249,135.645124,123.345840,117.264629,0.083821,0.474513,0.950239,0.117532,0.465996,0.949496,0.012421
18,1777725565.334066,149.338486,127.289167,119.580542,0.240078,0.406725,0.821429,0.223564,0.376016,0.820234,0.067289,130.555211,121.638239,115.983732,0.342518,0.468676,1.264559,0.345244,0.440544,1.271976,-0.122101,136.816303,123.521882,117.182669,0.308371,0.448026,1.116849,0.304684,0.419035,1.121395,0.092643
19,1777725565.384863,149.822490,127.662646,119.742690,0.465949,0.471309,1.102665,0.419762,0.434464,1.087667,0.135843,131.071232,122.398034,116.329964,0.516156,0.255483,1.347384,0.491130,0.240377,1.375343,-0.139990,137.321651,124.152904,117.467540,0.499421,0.327425,1.265811,0.467341,0.305072,1.279451,0.144961
20,1777725565.449676,150.624878,127.613670,121.047393,0.576529,0.434613,1.299997,0.528995,0.425590,1.267951,0.220688,132.232431,121.784653,116.871667,0.620804,-0.021510,1.425230,0.580105,-0.009628,1.453438,-0.154813,138.363246,123.727658,118.263575,0.606046,0.130531,1.383486,0.563068,0.135445,1.391609,0.180988
21,1777725565.462942,150.624878,127.613670,121.047393,0.557814,0.334674,1.342197,0.537172,0.339819,1.309839,0.301681,132.232431,121.784653,116.871667,0.619313,-0.289013,1.469539,0.587436,-0.277333,1.476665,-0.174372,138.363246,123.727658,118.263575,0.598813,-0.081117,1.427092,0.570681,-0.071616,1.421056,0.194468
22,1777725565.513993,150.462476,128.271930,121.049708,0.446987,0.196410,1.205414,0.460797,0.192317,1.181920,0.356048,132.374312,122.714040,118.102654,0.527819,-0.501711,1.430442,0.519301,-0.515229,1.391512,-0.213506,138.403700,124.566670,119.085005,0.500875,-0.269004,1.355432,0.499800,-0.279381,1.321648,0.170407
23,1777725565.525490,150.462476,128.271930,121.049708,0.314261,0.018318,0.907795,0.334062,0.011025,0.869609,0.375832,132.374312,122.714040,118.102654,0.396937,-0.668704,1.225568,0.407016,-0.663930,1.137859,-0.263300,138.403700,124.566670,119.085005,0.369378,-0.439696,1.119643,0.382698,-0.438945,1.048442,0.108395
24,1777725565.595761,151.296283,128.426696,121.043921,0.191885,-0.183434,0.463892,0.192623,-0.181946,0.403515,0.366948,132.622394,122.249930,117.867817,0.270905,-0.747292,0.819355,0.290402,-0.683471,0.716499,-0.291023,138.847024,124.308852,118.926518,0.244565,-0.559339,0.700868,0.257809,-0.516296,0.612171,0.025517
25,1777725565.607482,151.296283,128.426696,121.043921,0.074151,-0.374218,-0.113656,0.066627,-0.368360,-0.136255,0.340198,132.622394,122.249930,117.867817,0.187240,-0.643028,0.225526,0.206063,-0.568109,0.206188,-0.259606,138.847024,124.308852,118.926518,0.149544,-0.553425,0.112465,0.159584,-0.501526,0.092040,-0.056800
26,1777725565.724813,151.491439,128.948870,118.323781,-0.023422,-0.531491,-0.715085,-0.022605,-0.525564,-0.653669,0.307036,133.265745,124.543936,113.763339,0.166264,-0.359563,-0.404934,0.177719,-0.338031,-0.282985,-0.134479,139.340976,126.012247,115.283486,0.103035,-0.416873,-0.508318,0.110945,-0.400542,-0.406547,-0.117824
27,1777725565.739243,151.738899,128.995985,118.922178,-0.072503,-0.645781,-1.153867,-0.055949,-0.630103,-1.062295,0.276075,133.625101,125.342734,114.417808,0.198325,-0.027695,-0.807203,0.211967,-0.050007,-0.664330,0.103175,139.663034,126.560485,115.919265,0.108049,-0.233723,-0.922758,0.122662,-0.243372,-0.796985,-0.141812
28,1777725565.784313,151.724607,129.143326,118.808468,-0.047344,-0.693435,-1.357111,-0.011712,-0.668188,-1.301501,0.249137,133.597233,125.894574,115.480594,0.282161,0.256484,-0.927266,0.300787,0.204083,-0.905814,0.426148,139.639691,126.977492,116.589885,0.172326,-0.060156,-1.070548,0.196621,-0.086674,-1.037710,-0.123160
29,1777725565.851042,152.461635,130.153917,120.066995,0.066211,-0.669101,-1.366757,0.110291,-0.649952,-1.354724,0.211679,134.738651,127.587575,116.938205,0.409675,0.428615,-0.925915,0.419566,0.347252,-1.009939,0.743757,140.646313,128.443023,117.981135,0.295187,0.062710,-1.072862,0.316474,0.014851,-1.124867,-0.076364
30,1777725565.867275,152.461635,130.153917,120.066995,0.262183,-0.593628,-1.248256,0.276046,-0.604594,-1.260746,0.139324,134.738651,127.587575,116.938205,0.540707,0.413575,-0.951651,0.532738,0.361133,-1.008708,0.952106,140.646313,128.443023,117.981135,0.447866,0.077841,-1.050519,0.447174,0.039224,-1.092721,-0.026006
31,1777725565.930104,154.670322,131.940424,121.324927,0.478893,-0.506971,-1.065117,0.435713,-0.560129,-1.091626,0.021730,135.873264,126.553611,115.374514,0.631350,0.255239,-1.000369,0.605198,0.275195,-0.959356,1.000000,142.138950,128.349215,117.357985,0.580531,0.001169,-1.021952,0.548703,-0.003247,-1.003446,0.019992
32,1777725565.941153,154.670322,131.940424,121.324927,0.599859,-0.472813,-0.873870,0.541618,-0.519851,-0.904025,-0.149008,135.873264,126.553611,115.374514,0.635281,0.095694,-0.953100,0.605569,0.139079,-0.899684,0.891646,142.138950,128.349215,117.357985,0.623473,-0.093808,-0.926690,0.584252,-0.080564,-0.901131,0.068795
33,1777725565.994031,154.569674,131.657180,122.030822,0.590123,-0.476115,-0.704110,0.562577,-0.456026,-0.722578,-0.369888,136.011416,127.715753,117.318627,0.539661,-0.002865,-0.811356,0.516764,0.013351,-0.837632,0.670535,142.197502,129.029562,118.889359,0.556481,-0.160615,-0.775607,0.532035,-0.143108,-0.799280,0.132067
34,1777725566.005779,154.569674,131.657180,122.030822,0.496400,-0.423793,-0.559002,0.495502,-0.344055,-0.554714,-0.591046,136.011416,127.715753,117.318627,0.365475,-0.058797,-0.697410,0.348783,-0.047447,-0.765028,0.410026,142.197502,129.029562,118.889359,0.409116,-0.180462,-0.651274,0.397689,-0.146316,-0.694923,0.236276
35,1777725566.018847,154.569674,131.657180,122.030822,0.360077,-0.231074,-0.410915,0.369228,-0.179814,-0.399097,-0.747563,136.011416,127.715753,117.318627,0.137071,-0.050327,-0.657849,0.134939,-0.022862,-0.675129,0.186873,142.197502,129.029562,118.889359,0.211407,-0.110576,-0.575538,0.213035,-0.075179,-0.583118,0.385421
36,1777725566.124415,154.567660,134.744326,123.195313,0.216748,0.065871,-0.244665,0.230047,0.028876,-0.249082,-0.800041,135.525211,128.887887,116.420423,-0.100011,0.042524,-0.631077,-0.080582,0.068214,-0.576705,0.027508,141.872694,130.840033,118.678720,0.005575,0.050306,-0.502273,0.022961,0.055101,-0.467497,0.518198
37,1777725566.137020,154.567660,134.744326,123.195313,0.099737,0.319684,-0.084112,0.115338,0.260282,-0.093178,-0.738018,135.525211,128.887887,116.420423,-0.283658,0.195963,-0.518530,-0.256153,0.196529,-0.469476,-0.101096,141.872694,130.840033,118.678720,-0.155859,0.237204,-0.373724,-0.132322,0.217780,-0.344043,0.567479
38,1777725566.151236,154.915696,134.888228,123.792866,0.027626,0.488484,0.068944,0.044613,0.482109,0.078841,-0.579304,135.935300,130.630569,118.484530,-0.384470,0.363858,-0.325030,-0.363450,0.336365,-0.341023,-0.225598,142.262098,132.049789,120.253975,-0.247105,0.405400,-0.193705,-0.227429,0.384947,-0.201068,0.508739
39,1777725566.171428,154.915696,134.888228,123.792866,0.004547,0.635276,0.233683,0.022105,0.667005,0.262969,-0.366869,135.935300,130.630569,118.484530,-0.405315,0.477977,-0.159446,-0.390994,0.454385,-0.196936,-0.341927,142.262098,132.049789,120.253975,-0.268694,0.530410,-0.028403,-0.253294,0.525258,-0.043635,0.350499
40,1777725566.190291,155.331871,135.760234,124.354776,0.030599,0.794348,0.429728,0.038178,0.811921,0.445690,-0.166029,136.454097,130.626528,118.288958,-0.352511,0.531203,-0.047162,-0.345543,0.521634,-0.062786,-0.435150,142.746689,132.337763,120.310897,-0.224808,0.618918,0.111801,-0.217636,0.618396,0.106706,0.129232
41,1777725566.250675,155.999629,136.741043,125.755745,0.078257,0.934353,0.625578,0.069883,0.925315,0.609316,-0.026212,136.981292,131.503414,118.949282,-0.254257,0.545736,0.045993,-0.252854,0.534360,0.046568,-0.487612,143.320738,133.249291,121.218103,-0.143419,0.675275,0.239188,-0.145275,0.664678,0.234151,-0.096582
42,1777725566.264157,155.999629,136.741043,125.755745,0.110208,1.015011,0.756858,0.089082,0.996357,0.729486,0.052799,136.981292,131.503414,118.949282,-0.137867,0.509801,0.124629,-0.146142,0.512051,0.147460,-0.484735,143.320738,133.249291,121.218103,-0.055176,0.678204,0.335372,-0.067734,0.673487,0.341469,-0.255926
43,1777725566.331007,156.556338,137.584130,126.383048,0.107792,1.027066,0.804138,0.077324,1.004143,0.783158,0.086425,137.975743,131.448357,119.119647,-0.027548,0.442226,0.203919,-0.053385,0.473221,0.254318,-0.421643,144.169275,133.493614,121.540781,0.017565,0.637173,0.403992,-0.009815,0.650195,0.430598,-0.319312
44,1777725566.343939,156.556338,137.584130,126.383048,0.056511,0.960963,0.772582,0.037349,0.945348,0.762327,0.084130,137.975743,131.448357,119.119647,0.037022,0.392303,0.315568,0.011441,0.414301,0.339137,-0.320208,144.169275,133.493614,121.540781,0.043518,0.581856,0.467906,0.020077,0.591317,0.480200,-0.322951
45,1777725566.393450,156.109649,137.557627,126.591862,-0.021793,0.833075,0.678828,-0.006909,0.839768,0.682470,0.058527,137.942863,132.979579,121.480404,0.054221,0.349257,0.410988,0.052517,0.321898,0.350991,-0.218750,143.998458,134.505595,123.184223,0.028883,0.510530,0.500268,0.032708,0.494521,0.461484,-0.299721
46,1777725566.404375,156.109649,137.557627,126.591862,-0.069207,0.685696,0.550733,-0.030278,0.709819,0.566987,0.024080,137.942863,132.979579,121.480404,0.060075,0.242919,0.361913,0.080495,0.193196,0.262636,-0.134392,143.998458,134.505595,123.184223,0.016981,0.390511,0.424853,0.043571,0.365404,0.364086,-0.257743
47,1777725566.417985,156.109649,137.557627,126.591862,-0.044441,0.554852,0.419773,-0.019878,0.568817,0.430629,-0.004158,137.942863,132.979579,121.480404,0.089384,0.056942,0.125310,0.106321,0.035732,0.083027,-0.067203,143.998458,134.505595,123.184223,0.044776,0.222912,0.223464,0.064255,0.213427,0.198895,-0.204787
48,1777725566.457280,157.210360,138.377153,127.355496,0.037156,0.441152,0.293881,0.026179,0.426752,0.282973,-0.011729,138.780664,132.457215,119.871068,0.144877,-0.151391,-0.197781,0.139876,-0.132710,-0.153677,-0.016921,144.923896,134.430528,122.365877,0.108970,0.046123,-0.033894,0.101977,0.053777,-0.008127,-0.148017
49,1777725566.468291,157.210360,138.377153,127.355496,0.119760,0.311635,0.150709,0.098319,0.291584,0.133785,0.012218,138.780664,132.457215,119.871068,0.198092,-0.305976,-0.447467,0.184914,-0.275287,-0.385195,0.017086,144.923896,134.430528,122.365877,0.171981,-0.100106,-0.248075,0.156049,-0.086330,-0.212202,-0.094773
50,1777725566.522496,157.285026,138.124784,127.293674,0.183752,0.168810,-0.004305,0.179672,0.170972,-0.005371,0.068933,138.989543,133.018068,120.983284,0.241982,-0.369717,-0.561384,0.240812,-0.349370,-0.538392,0.035626,145.088038,134.720307,123.086747,0.222572,-0.190208,-0.375691,0.220432,-0.175922,-0.360719,-0.052318
51,1777725566.535933,157.285026,138.124784,127.293674,0.245705,0.051496,-0.137083,0.256116,0.073259,-0.121436,0.146848,138.989543,133.018068,120.983284,0.290742,-0.344508,-0.574730,0.305726,-0.330908,-0.568647,0.042001,145.088038,134.720307,123.086747,0.275730,-0.212507,-0.428847,0.289189,-0.196186,-0.419576,-0.023760
52,1777725566.584694,157.510490,138.086861,127.303521,0.315585,-0.011044,-0.216706,0.323558,0.008247,-0.198871,0.226017,139.062817,133.531901,121.172676,0.361539,-0.230518,-0.488803,0.379263,-0.219450,-0.473830,0.040509,145.212041,135.050221,123.216291,0.346221,-0.157360,-0.398104,0.360695,-0.143551,-0.382177,-0.007636
53,1777725566.671900,157.881701,138.691886,127.848197,0.382825,-0.020639,-0.234743,0.381973,-0.018053,-0.226621,0.285984,139.726319,134.098542,122.058403,0.450072,-0.046524,-0.302383,0.456841,-0.036649,-0.285395,0.034708,145.778113,135.629656,123.988334,0.427656,-0.037895,-0.279837,0.431885,-0.030451,-0.265804,0.000515
54,1777725566.687332,157.881701,138.691886,127.848197,0.429519,-0.003437,-0.202033,0.423077,-0.012344,-0.204540,0.312278,139.726319,134.098542,122.058403,0.527979,0.186432,-0.038459,0.520840,0.189305,-0.035184,0.028408,145.778113,135.629656,123.988334,0.495159,0.123142,-0.092984,0.488252,0.122089,-0.091636,0.006617
55,1777725566.729906,158.187990,139.031153,128.488466,0.445977,0.021892,-0.132264,0.433729,0.010875,-0.138840,0.300656,140.331821,135.342684,123.565044,0.568691,0.440401,0.264533,0.547128,0.433683,0.255452,0.024783,146.283877,136.572174,125.206185,0.527787,0.300898,0.132268,0.509329,0.292747,0.124021,0.014987
56,1777725566.740730,158.187990,139.031153,128.488466,0.422655,0.045923,-0.042167,0.410000,0.041571,-0.038419,0.258381,140.331821,135.342684,123.565044,0.545046,0.661415,0.545219,0.519702,0.660906,0.547138,0.025092,146.283877,136.572174,125.206185,0.504249,0.456251,0.349423,0.483135,0.454461,0.351953,0.027463
57,1777725566.756818,158.187990,139.031153,128.488466,0.358898,0.071181,0.074651,0.360376,0.078812,0.087826,0.200401,140.331821,135.342684,123.565044,0.449254,0.837597,0.794588,0.439393,0.828846,0.788513,0.027927,146.283877,136.572174,125.206185,0.419135,0.582125,0.554609,0.413054,0.578835,0.554951,0.042475
58,1777725566.793366,157.869826,139.165917,129.229909,0.274441,0.107107,0.220516,0.292494,0.122114,0.228669,0.141287,139.895265,136.608060,125.249102,0.308818,0.952934,0.994371,0.319551,0.909596,0.946667,0.030892,145.886786,137.460679,126.576038,0.297359,0.670992,0.736419,0.310532,0.647102,0.707335,0.056291
59,1777725566.803852,157.869826,139.165917,129.229909,0.198398,0.157537,0.370012,0.207199,0.164080,0.368200,0.090126,139.895265,136.608060,125.249102,0.164885,0.942233,1.062204,0.178392,0.900454,1.017570,0.033456,145.886786,137.460679,126.576038,0.176056,0.680667,0.831473,0.187995,0.654996,0.801113,0.066876
60,1777725566.856187,158.431861,139.840931,129.939301,0.126391,0.205915,0.497201,0.107245,0.191455,0.486168,0.051405,140.073462,135.596293,124.266586,0.034651,0.818199,1.007353,0.035246,0.824121,1.020075,0.035702,146.192929,137.011172,126.157491,0.065231,0.614104,0.837302,0.059246,0.613233,0.842106,0.073025
61,1777725566.867339,158.431861,139.840931,129.939301,0.021211,0.215412,0.575311,-0.001125,0.190028,0.557718,0.026709,140.073462,135.596293,124.266586,-0.088118,0.671150,0.929970,-0.093597,0.712829,0.977939,0.036952,146.192929,137.011172,126.157491,-0.051675,0.519237,0.811750,-0.062773,0.538562,0.837865,0.072704
62,1777725566.922599,157.797795,139.777504,130.238564,-0.111739,0.175131,0.590063,-0.111036,0.155395,0.566233,0.013427,139.945743,135.579371,124.706957,-0.199232,0.550892,0.873120,-0.197299,0.594006,0.910174,0.034569,145.896427,136.978749,126.550826,-0.170068,0.425639,0.778767,-0.168545,0.447802,0.795527,0.059146
63,1777725566.935440,157.797795,139.777504,130.238564,-0.223858,0.100358,0.539522,-0.211697,0.097329,0.516268,0.004273,139.945743,135.579371,124.706957,-0.283331,0.466331,0.822087,-0.271405,0.482153,0.825984,0.025131,145.896427,136.978749,126.550826,-0.263507,0.344340,0.727899,-0.251502,0.353878,0.722745,0.025239
64,1777725567.003064,157.838296,139.208429,130.048786,-0.290352,0.024119,0.436865,-0.281792,0.040131,0.435172,-0.008441,139.802414,136.648714,125.793033,-0.323873,0.382806,0.732852,-0.314379,0.359890,0.703406,0.009375,145.814375,137.501952,127.211618,-0.312699,0.263244,0.634189,-0.303517,0.253304,0.613995,-0.023035
65,1777725567.065493,157.753550,139.398992,129.496221,-0.307140,-0.010018,0.330006,-0.296476,0.014914,0.362953,-0.028599,140.293296,136.364340,125.412818,-0.320472,0.233809,0.547238,-0.325514,0.188625,0.501528,-0.008492,146.113381,137.375891,126.773952,-0.316028,0.152533,0.474827,-0.315834,0.130721,0.455336,-0.071253
66,1777725567.080330,157.753550,139.398992,129.496221,-0.265066,0.013111,0.276800,-0.246705,0.038114,0.324860,-0.055647,140.293296,136.364340,125.412818,-0.294280,0.000164,0.256827,-0.304074,-0.046743,0.210682,-0.024131,146.113381,137.375891,126.773952,-0.284542,0.004480,0.263484,-0.284951,-0.018457,0.248741,-0.107037
67,1777725567.094055,157.753550,139.398992,129.496221,-0.156072,0.093624,0.304818,-0.141491,0.104705,0.321151,-0.085616,140.293296,136.364340,125.412818,-0.252480,-0.308592,-0.122539,-0.248693,-0.324291,-0.136020,-0.033969,146.113381,137.375891,126.773952,-0.220344,-0.174520,0.019913,-0.212959,-0.181292,0.016370,-0.121921
68,1777725567.134821,158.382402,140.195957,130.671819,0.002459,0.208325,0.375857,0.004009,0.195869,0.343424,-0.112722,140.278465,134.822607,123.731161,-0.182632,-0.636035,-0.527974,-0.162490,-0.601566,-0.489769,-0.035941,146.313111,136.613724,126.044713,-0.120935,-0.354581,-0.226697,-0.106990,-0.335754,-0.212038,-0.112727
69,1777725567.148624,158.382402,140.195957,130.671819,0.170452,0.304019,0.406503,0.169989,0.287445,0.380341,-0.131667,140.278465,134.822607,123.731161,-0.070794,-0.868175,-0.835154,-0.053644,-0.831640,-0.803197,-0.030290,146.313111,136.613724,126.044713,0.009622,-0.477444,-0.421268,0.020900,-0.458612,-0.408684,-0.083074
70,1777725567.193866,158.677765,140.089893,129.746611,0.319405,0.358710,0.386582,0.321056,0.355190,0.407695,-0.140900,141.102310,135.458471,124.476898,0.067224,-0.966739,-1.005205,0.062662,-0.966467,-1.020582,-0.020939,146.960795,137.002278,126.233469,0.151284,-0.524922,-0.541276,0.148793,-0.525915,-0.544490,-0.044867
71,1777725567.205767,158.677765,140.089893,129.746611,0.432021,0.381557,0.379232,0.413041,0.378280,0.396618,-0.143192,141.102310,135.458471,124.476898,0.185524,-0.968625,-1.083647,0.162773,-0.963087,-1.081296,-0.012651,146.960795,137.002278,126.233469,0.267689,-0.518564,-0.596020,0.246196,-0.515965,-0.588658,-0.010336
72,1777725567.255890,159.408416,140.342412,130.764446,0.474310,0.367348,0.375380,0.423592,0.350071,0.340951,-0.141089,141.450000,134.878944,123.178873,0.255238,-0.863453,-1.038834,0.227915,-0.812279,-0.960179,-0.006425,147.436139,136.700100,125.707398,0.328262,-0.453186,-0.567429,0.293141,-0.424829,-0.526469,0.016799
73,1777725567.269771,159.408416,140.342412,130.764446,0.395771,0.296484,0.294051,0.360884,0.279463,0.256479,-0.134466,141.450000,134.878944,123.178873,0.264527,-0.593846,-0.762312,0.253831,-0.543007,-0.678897,-0.001681,147.436139,136.700100,125.707398,0.308275,-0.297070,-0.410191,0.289516,-0.268850,-0.367105,0.035393
74,1777725567.338986,157.911565,139.715459,129.373798,0.225267,0.179686,0.139527,0.246091,0.179766,0.151778,-0.122659,140.946548,136.931440,125.910892,0.231763,-0.194688,-0.288318,0.247362,-0.198208,-0.284683,0.001411,146.601554,137.859446,127.065194,0.229598,-0.069896,-0.145703,0.246939,-0.072217,-0.139196,0.043165
75,1777725567.353758,157.911565,139.715459,129.373798,0.070754,0.058192,0.001795,0.105663,0.066786,0.027911,-0.105257,140.946548,136.931440,125.910892,0.204941,0.205973,0.205251,0.220631,0.170778,0.154371,0.002667,146.601554,137.859446,127.065194,0.160212,0.156713,0.137432,0.182308,0.136114,0.112218,0.039348
76,1777725567.402673,158.286066,139.489092,129.683673,-0.028435,-0.042148,-0.091119,-0.022887,-0.034396,-0.093938,-0.081585,141.444333,137.645783,126.945004,0.194626,0.529023,0.602371,0.189063,0.494560,0.543536,0.001959,147.058244,138.260219,127.857894,0.120272,0.338633,0.371207,0.118413,0.318241,0.331045,0.024957
77,1777725567.414203,158.286066,139.489092,129.683673,-0.101630,-0.110754,-0.172986,-0.101216,-0.095831,-0.179134,-0.050909,141.444333,137.645783,126.945004,0.173847,0.743730,0.848743,0.168038,0.704907,0.791511,-0.000725,147.058244,138.260219,127.857894,0.082021,0.458902,0.508167,0.078286,0.437994,0.467963,0.003009
