frame_idx,timestamp,A_forehead_R_raw,A_forehead_G_raw,A_forehead_B_raw,A_forehead_R_BPF,A_forehead_G_BPF,A_forehead_B_BPF,A_forehead_R_BPFSG,A_forehead_G_BPFSG,A_forehead_B_BPFSG,A_forehead_rPPG,B_cheek_R_raw,B_cheek_G_raw,B_cheek_B_raw,B_cheek_R_BPF,B_cheek_G_BPF,B_cheek_B_BPF,B_cheek_R_BPFSG,B_cheek_G_BPFSG,B_cheek_B_BPFSG,B_cheek_rPPG,C_combined_R_raw,C_combined_G_raw,C_combined_B_raw,C_combined_R_BPF,C_combined_G_BPF,C_combined_B_BPF,C_combined_R_BPFSG,C_combined_G_BPFSG,C_combined_B_BPFSG,C_combined_rPPG
18,1777724918.006162,157.409131,144.947886,135.331474,0.218466,0.117419,0.323299,0.238022,0.132205,0.327694,0.082610,133.576003,133.104933,120.882943,0.404339,0.369518,0.491910,0.407102,0.325673,0.430860,0.070239,141.520379,137.052584,125.699120,0.342381,0.285485,0.435706,0.350742,0.261184,0.396471,0.040071
19,1777724918.141872,157.452143,145.041104,135.098503,0.195293,0.111717,0.287511,0.211024,0.122399,0.281439,0.071626,134.282441,133.394900,121.704599,0.306805,0.201797,0.325081,0.306883,0.166662,0.249127,0.069961,142.005675,137.276968,126.169233,0.269634,0.171770,0.312558,0.274930,0.151907,0.259898,0.035945
20,1777724918.226747,157.984172,145.241272,135.838462,0.169250,0.105519,0.218969,0.163364,0.094995,0.199157,0.057036,133.816230,131.979713,119.979205,0.202012,0.021744,0.080767,0.206883,0.053287,0.092092,0.058441,141.872210,136.400232,125.265624,0.191092,0.049669,0.126834,0.192377,0.067190,0.127780,0.024108
21,1777724918.348161,157.535355,145.345118,134.753846,0.106580,0.065938,0.096176,0.078956,0.032854,0.080233,0.040540,133.460355,131.413018,118.543026,0.113390,-0.051177,-0.088209,0.137258,0.044405,0.026442,0.037381,141.485355,136.057051,123.946633,0.111120,-0.012139,-0.026747,0.117824,0.040555,0.044373,0.006359
22,1777724918.494922,157.834625,145.209150,134.879161,-0.000838,-0.028122,-0.050196,-0.050400,-0.067817,-0.063598,0.023947,133.432292,131.762240,119.103038,0.084674,0.066968,-0.032744,0.111745,0.170391,0.103591,0.011231,141.566403,136.244543,124.361746,0.056170,0.035271,-0.038562,0.057697,0.090988,0.047861,-0.013386
23,1777724918.583615,158.016720,145.044384,134.807722,-0.174753,-0.175136,-0.203647,-0.203882,-0.186313,-0.204767,0.008731,133.789583,131.994444,119.201215,0.116121,0.363787,0.254542,0.126141,0.398605,0.310505,-0.014341,141.865296,136.344424,124.403384,0.019163,0.184146,0.101812,0.016133,0.203632,0.138748,-0.030422
24,1777724918.662887,155.989502,143.748191,133.661512,-0.374678,-0.321033,-0.337931,-0.334641,-0.283597,-0.306460,-0.003870,133.954301,134.644184,122.289508,0.173428,0.711014,0.630066,0.165292,0.637572,0.557084,-0.034251,141.299368,137.678853,126.080176,-0.009274,0.366998,0.307400,-0.001352,0.330516,0.269236,-0.040612
25,1777724918.745483,155.989502,143.748191,133.661512,-0.468903,-0.375121,-0.383225,-0.397951,-0.322309,-0.341887,-0.014417,133.954301,134.644184,122.289508,0.226578,0.902784,0.859459,0.206173,0.782959,0.721819,-0.046628,141.299368,137.678853,126.080176,-0.005249,0.476815,0.445231,0.004798,0.414537,0.367250,-0.041830
26,1777724918.888666,156.379931,143.973699,134.016867,-0.405641,-0.307079,-0.325835,-0.368377,-0.280872,-0.306986,-0.026575,134.394269,134.357460,122.495883,0.247367,0.845404,0.814117,0.229052,0.771308,0.717522,-0.052994,141.722823,137.562873,126.336211,0.029697,0.461243,0.434133,0.029909,0.420581,0.376019,-0.033934
27,1777724918.965948,156.923077,144.511597,134.125661,-0.239650,-0.160715,-0.209604,-0.243007,-0.162842,-0.215432,-0.043556,133.567559,133.082358,120.539716,0.226539,0.595795,0.539382,0.228115,0.601393,0.531521,-0.054878,141.352731,136.892104,125.068364,0.071142,0.343625,0.289720,0.071074,0.346648,0.282537,-0.017824
28,1777724919.082270,157.158284,144.441568,134.446302,-0.039580,0.011452,-0.080400,-0.053939,-0.000216,-0.097705,-0.065352,133.787658,132.200845,119.988926,0.191517,0.276954,0.177968,0.205664,0.325673,0.226229,-0.052772,141.577867,136.281086,124.808052,0.114485,0.188453,0.091845,0.119129,0.217043,0.118251,0.004303
29,1777724919.227947,157.188314,144.761538,134.322041,0.150406,0.175562,0.026540,0.137547,0.161010,0.008512,-0.089683,133.481826,132.112849,119.451733,0.157827,-0.011404,-0.152268,0.163339,0.023329,-0.099472,-0.047324,141.383988,136.329079,124.408502,0.155353,0.050918,-0.092665,0.154742,0.069222,-0.063478,0.029275
30,1777724919.427924,157.401125,144.781730,134.453564,0.305764,0.302452,0.092207,0.282116,0.286307,0.079150,-0.112745,133.836545,132.309028,119.485069,0.116282,-0.252968,-0.406878,0.102446,-0.247412,-0.376294,-0.039721,141.691405,136.466595,124.474568,0.179443,-0.067828,-0.240516,0.162336,-0.069506,-0.224479,0.053659
31,1777724919.529629,157.724730,144.761362,134.094543,0.392237,0.371682,0.113673,0.361529,0.358978,0.106392,-0.129485,133.680903,131.865191,119.210590,0.046677,-0.458368,-0.572642,0.026089,-0.463081,-0.578648,-0.031667,141.695512,136.163915,124.171908,0.161864,-0.181684,-0.343871,0.137902,-0.189061,-0.350302,0.073926
32,1777724919.601621,157.212870,144.544675,134.071450,0.390729,0.382874,0.102480,0.379632,0.374075,0.095782,-0.134152,133.338969,131.815131,120.094675,-0.051769,-0.616074,-0.675634,-0.056237,-0.615480,-0.697250,-0.025208,141.296936,136.058312,124.753600,0.095730,-0.283091,-0.416262,0.089053,-0.285628,-0.432906,0.086785
33,1777724919.754906,156.730030,144.421746,133.947189,0.336370,0.346767,0.067459,0.352377,0.339585,0.064347,-0.122091,133.072358,131.869569,119.291378,-0.150606,-0.721655,-0.751138,-0.128636,-0.702693,-0.731188,-0.022403,140.958249,136.053628,124.176648,0.011719,-0.365515,-0.478272,0.031702,-0.355267,-0.466010,0.089666
34,1777724919.896191,156.733580,144.356953,133.587130,0.273405,0.271002,0.021038,0.295498,0.273097,0.030297,-0.088425,132.575740,130.996534,118.371767,-0.211557,-0.756278,-0.747485,-0.181009,-0.730289,-0.697188,-0.023457,140.628353,135.450007,123.443555,-0.049903,-0.413851,-0.491310,-0.022173,-0.395827,-0.454693,0.081869
35,1777724919.980504,156.529066,143.663095,133.271873,0.215715,0.176819,-0.005722,0.217369,0.189465,0.006767,-0.029711,133.027980,132.078445,119.770245,-0.216442,-0.705327,-0.624136,-0.213298,-0.707260,-0.618041,-0.025709,140.861675,135.939995,124.270788,-0.072389,-0.411278,-0.417998,-0.069742,-0.408352,-0.409771,0.063994
36,1777724920.113126,156.829419,143.812390,133.463887,0.154638,0.096766,0.004679,0.123720,0.098027,0.005013,0.046501,133.342434,132.222316,120.391293,-0.201621,-0.624031,-0.471846,-0.229726,-0.641208,-0.504483,-0.025969,141.171429,136.085674,124.748825,-0.082868,-0.383765,-0.313005,-0.111911,-0.394796,-0.334651,0.035682
37,1777724920.205293,156.829419,143.812390,133.463887,0.062250,0.029438,0.037860,0.031073,0.014635,0.038140,0.122374,133.342434,132.222316,120.391293,-0.215261,-0.561197,-0.382853,-0.236203,-0.554942,-0.387801,-0.021948,141.171429,136.085674,124.748825,-0.122758,-0.364318,-0.242615,-0.147111,-0.365083,-0.245821,-0.004191
38,1777724920.264039,155.887405,143.632413,132.956547,-0.052643,-0.040592,0.092412,-0.032318,-0.039602,0.111713,0.179519,132.509114,131.482860,119.159448,-0.246365,-0.490779,-0.328573,-0.237436,-0.486720,-0.328046,-0.012388,140.301877,135.532711,123.758481,-0.181791,-0.340717,-0.188245,-0.169063,-0.337681,-0.181459,-0.056674
39,1777724920.328734,155.157753,142.769755,133.053908,-0.110877,-0.086480,0.187459,-0.045692,-0.054991,0.212400,0.204912,132.736641,133.213017,121.478658,-0.249176,-0.413111,-0.293308,-0.231036,-0.455233,-0.353490,0.002467,140.210345,136.398596,125.337074,-0.203076,-0.304234,-0.133052,-0.169255,-0.321819,-0.164860,-0.122875
40,1777724920.390669,155.157753,142.769755,133.053908,-0.042102,-0.057505,0.318794,-0.000991,-0.030819,0.320330,0.194142,132.736641,133.213017,121.478658,-0.214749,-0.413114,-0.384809,-0.205797,-0.453564,-0.444422,0.020994,140.210345,136.398596,125.337074,-0.157200,-0.294578,-0.150275,-0.137528,-0.312649,-0.189504,-0.203647
41,1777724920.455496,156.670118,143.582396,133.957840,0.107891,0.029510,0.433099,0.096633,0.032179,0.415490,0.153317,132.788081,131.490025,118.925275,-0.156829,-0.474021,-0.575591,-0.152829,-0.467107,-0.564097,0.041804,140.748760,135.520816,123.936130,-0.068589,-0.306177,-0.239361,-0.069675,-0.300678,-0.237568,-0.315163
42,1777724920.519941,156.041398,143.091016,133.165443,0.233881,0.114362,0.474793,0.214367,0.117042,0.467002,0.098971,132.876003,132.468813,119.974833,-0.085186,-0.486372,-0.696595,-0.078771,-0.466352,-0.658387,0.060478,140.597801,136.009547,124.371703,0.021169,-0.286127,-0.306132,0.018942,-0.271887,-0.283257,-0.463115
43,1777724920.580707,156.041398,143.091016,133.165443,0.306740,0.183090,0.447665,0.292613,0.179597,0.434698,0.048875,132.876003,132.468813,119.974833,-0.010173,-0.434864,-0.704871,-0.003861,-0.404046,-0.653983,0.066909,140.597801,136.009547,124.371703,0.095465,-0.228879,-0.320692,0.094964,-0.209498,-0.291090,-0.590789
44,1777724920.664051,156.484911,143.651775,133.670562,0.312874,0.212869,0.340133,0.279930,0.173312,0.295498,0.010674,133.194083,131.858664,119.263652,0.052005,-0.307366,-0.583988,0.049542,-0.245106,-0.499313,0.053944,140.957692,135.789701,124.065955,0.138961,-0.133954,-0.275948,0.126338,-0.105633,-0.234376,-0.593484
45,1777724920.863941,156.260276,143.744568,133.010716,0.208291,0.139974,0.117081,0.169360,0.085372,0.070754,-0.015657,133.309637,132.362891,119.783347,0.073285,-0.052275,-0.272109,0.061741,-0.002539,-0.213674,0.021185,140.959850,136.156783,124.192470,0.118287,0.011808,-0.142379,0.097614,0.026764,-0.118865,-0.403259
46,1777724921.082087,155.924528,142.998723,132.720670,-0.014309,-0.054690,-0.203921,-0.020568,-0.069150,-0.195304,-0.031518,133.563864,134.390029,122.664060,0.024577,0.268755,0.144971,0.012772,0.264638,0.125476,-0.023223,141.017419,137.259594,126.016263,0.011615,0.160940,0.028674,0.001658,0.153375,0.018550,-0.065960
47,1777724921.236112,154.518164,141.743875,130.444945,-0.290542,-0.293277,-0.517543,-0.271526,-0.264971,-0.461459,-0.038743,133.250843,134.263361,122.422484,-0.104195,0.521168,0.479654,-0.113172,0.479620,0.425478,-0.062041,140.339950,136.756865,125.096638,-0.166311,0.249686,0.147255,-0.165956,0.231423,0.129832,0.308888
48,1777724921.306676,155.176992,142.032667,131.699662,-0.547722,-0.485159,-0.714699,-0.542126,-0.455973,-0.678630,-0.039406,133.580105,135.519212,123.529057,-0.308396,0.620365,0.635884,-0.319272,0.557205,0.579988,-0.080834,140.779067,137.690364,126.252592,-0.388172,0.251857,0.185689,-0.393557,0.219479,0.160448,0.616930
49,1777724921.409092,155.176992,142.032667,131.699662,-0.797065,-0.620421,-0.821903,-0.779244,-0.591580,-0.807566,-0.035602,133.580105,135.519212,123.529057,-0.594289,0.505409,0.573872,-0.599688,0.433885,0.500914,-0.073658,140.779067,137.690364,126.252592,-0.661881,0.130132,0.108614,-0.659540,0.092063,0.064754,0.760930
50,1777724921.538562,153.761053,141.388482,130.989017,-1.022363,-0.698802,-0.874248,-0.965778,-0.658434,-0.851863,-0.029074,133.069705,135.318196,124.091458,-0.944866,0.164464,0.266389,-0.944987,0.112777,0.182770,-0.044904,139.966821,137.341625,126.390644,-0.970699,-0.123291,-0.113824,-0.951917,-0.144293,-0.162108,0.700993
51,1777724921.653100,154.301603,141.744503,131.556249,-1.147895,-0.696769,-0.852867,-1.124793,-0.685490,-0.853717,-0.021300,133.719778,134.885305,123.522564,-1.330316,-0.344142,-0.271188,-1.343405,-0.346883,-0.303416,-0.008680,140.580387,137.171704,126.200459,-1.269509,-0.461684,-0.465081,-1.270534,-0.459752,-0.486849,0.499452
52,1777724921.787564,156.367733,143.333676,132.680711,-1.236682,-0.680280,-0.820294,-1.296825,-0.723605,-0.864121,-0.013979,133.586560,133.444717,121.274556,-1.749685,-0.898920,-0.898523,-1.778091,-0.857937,-0.848200,0.021752,141.180284,136.741037,125.076608,-1.578684,-0.826040,-0.872447,-1.617669,-0.813159,-0.853507,0.276207
53,1777724921.931242,155.507290,142.524585,132.069897,-1.418719,-0.748784,-0.856731,-1.508563,-0.814157,-0.907984,-0.008758,133.622777,134.226120,122.109190,-2.183221,-1.373721,-1.420732,-2.215785,-1.324702,-1.332904,0.037961,140.917614,136.992275,125.429426,-1.928387,-1.165408,-1.232732,-1.980045,-1.154521,-1.191264,0.113465
54,1777724922.000877,155.506606,142.960217,132.141662,-1.689218,-0.911993,-0.955244,-1.749928,-0.963807,-0.980056,-0.006852,133.598056,133.817075,121.387489,-2.580424,-1.718234,-1.743831,-2.604961,-1.685957,-1.677418,0.039681,140.900906,136.864789,124.972214,-2.283355,-1.449487,-1.480969,-2.319950,-1.445240,-1.444964,0.007209
55,1777724922.121747,155.202115,142.539308,131.875786,-1.977071,-1.144375,-1.075875,-1.976133,-1.147067,-1.061363,-0.009118,133.313653,134.388505,122.700758,-2.868863,-1.905423,-1.840853,-2.875539,-1.919951,-1.851994,0.034121,140.609807,137.105439,125.759100,-2.571599,-1.651740,-1.585860,-2.575737,-1.662323,-1.588450,-0.066730
56,1777724922.205106,153.184911,140.889849,130.822497,-2.146774,-1.351596,-1.143532,-2.100127,-1.308861,-1.114751,-0.017509,132.988965,135.433074,124.036361,-2.938930,-1.944876,-1.769227,-2.933732,-2.007135,-1.851448,0.027136,139.720947,137.251999,126.298406,-2.674878,-1.747116,-1.560662,-2.655863,-1.774377,-1.605883,-0.111848
57,1777724922.335944,154.402563,141.885948,132.048296,-2.034671,-1.408193,-1.090084,-1.974362,-1.373103,-1.082405,-0.031194,133.597412,135.977294,124.533503,-2.688122,-1.887714,-1.622386,-2.624664,-1.898785,-1.650410,0.022421,140.532462,137.946845,127.038434,-2.470305,-1.727874,-1.444952,-2.407897,-1.723557,-1.461075,-0.131218
58,1777724922.478123,154.843382,142.277628,132.260179,-1.611635,-1.306507,-0.940877,-1.460052,-1.270454,-0.910870,-0.042076,133.093109,133.495438,122.030303,-2.027783,-1.647684,-1.317836,-1.794737,-1.528951,-1.196162,0.020479,140.343200,136.422835,125.440262,-1.889067,-1.533958,-1.192183,-1.683175,-1.442785,-1.101065,-0.131269
59,1777724922.619900,153.671742,141.742936,131.237174,-0.845563,-1.051639,-0.681319,-0.590264,-0.977828,-0.593381,-0.042252,133.728088,135.693157,124.266196,-0.856608,-1.063835,-0.691457,-0.508336,-0.884759,-0.489561,0.017970,140.375973,137.709750,126.589855,-0.852926,-1.059770,-0.688078,-0.535645,-0.915782,-0.524167,-0.120772
60,1777724922.857440,154.986201,142.535905,132.382709,0.351074,-0.603691,-0.246568,0.411759,-0.547556,-0.192116,-0.029596,134.226769,135.580485,123.585781,0.889697,-0.116575,0.294220,0.946745,-0.030106,0.388354,0.010852,141.146580,137.898958,126.518090,0.710156,-0.278947,0.113957,0.768416,-0.202589,0.194864,-0.107674
61,1777724922.955473,165.246550,144.591946,134.696001,1.621632,-0.027330,0.276096,1.297976,-0.069790,0.205819,-0.006193,150.167870,141.861178,131.350506,2.684756,0.981220,1.409685,2.254430,0.902632,1.292970,-0.004469,155.194097,142.771434,132.465671,2.330382,0.645036,1.031822,1.935612,0.578491,0.930586,-0.098197
62,1777724923.101454,165.281316,146.580508,136.357639,2.243716,0.478656,0.661563,1.899826,0.379849,0.539348,0.022554,146.958048,141.598892,130.682307,3.581947,1.873241,2.222502,3.161156,1.718760,2.024580,-0.030214,153.065804,143.259431,132.574084,3.135870,1.408380,1.702189,2.740713,1.272456,1.529503,-0.096216
63,1777724923.181762,158.596405,145.520833,134.901688,2.150456,0.786005,0.802446,2.129749,0.739958,0.766386,0.048775,141.074381,143.002245,131.143111,3.549821,2.380995,2.558372,3.512032,2.239217,2.411409,-0.066127,146.915056,143.841774,132.395970,3.083366,1.849332,1.973063,3.051271,1.739464,1.863068,-0.102610
64,1777724923.307377,159.533196,145.477641,134.208368,1.850434,0.951899,0.811582,1.998962,0.966947,0.860915,0.063328,142.043585,143.119324,131.204112,3.186088,2.483822,2.474911,3.313630,2.391181,2.401189,-0.107223,147.873456,143.905429,132.205531,2.740870,1.973181,1.920468,2.875407,1.916437,1.887764,-0.114077
65,1777724923.430965,159.681231,146.005249,134.890339,1.567837,1.047855,0.807653,1.655080,1.059682,0.837507,0.062257,142.332845,141.884897,129.625367,2.704679,2.236239,2.070347,2.778160,2.230123,2.084026,-0.145587,148.115640,143.258348,131.380357,2.325732,1.840111,1.649449,2.403800,1.839976,1.668520,-0.125432
66,1777724923.476214,160.145553,146.417932,135.722798,1.287013,1.067993,0.773654,1.294196,1.055592,0.746385,0.049575,141.307674,140.632372,128.283154,2.151758,1.827857,1.557133,2.190945,1.894297,1.639467,-0.175406,147.586967,142.560892,130.763035,1.863510,1.574569,1.295974,1.892029,1.614729,1.341773,-0.133555
67,1777724923.491076,160.145553,146.417932,135.722798,1.003254,1.003768,0.657722,0.992044,0.991424,0.628998,0.029162,141.307674,140.632372,128.283154,1.637669,1.441923,1.129979,1.684373,1.523129,1.228797,-0.191937,147.586967,142.560892,130.763035,1.426197,1.295871,0.972560,1.453597,1.345894,1.028864,-0.135838
68,1777724923.553799,160.064548,146.259328,134.988935,0.727503,0.880605,0.484866,0.724431,0.883704,0.496679,0.002473,141.464076,140.799039,128.432877,1.224688,1.153723,0.860876,1.264656,1.212943,0.941758,-0.189383,147.664234,142.619135,130.618230,1.058960,1.062684,0.735539,1.084581,1.103196,0.793399,-0.128398
69,1777724923.566461,160.064548,146.259328,134.988935,0.482785,0.738856,0.332802,0.488699,0.748452,0.360752,-0.028639,141.464076,140.799039,128.432877,0.918572,0.975054,0.756208,0.936659,1.000539,0.790906,-0.161577,147.664234,142.619135,130.618230,0.773309,0.896322,0.615072,0.787339,0.916510,0.647521,-0.106838
70,1777724923.613804,159.859758,146.308927,135.401577,0.290487,0.605778,0.234437,0.307843,0.610916,0.249643,-0.062183,142.010271,141.825148,130.247151,0.699480,0.875832,0.752323,0.694326,0.864083,0.720967,-0.102603,147.960100,143.319741,131.965293,0.563149,0.785814,0.579694,0.565498,0.779694,0.563859,-0.066606
71,1777724923.627691,159.859758,146.308927,135.401577,0.171483,0.495752,0.177997,0.198770,0.498915,0.185887,-0.096368,142.010271,141.825148,130.247151,0.524706,0.786220,0.718110,0.511139,0.756488,0.654924,0.006723,147.960100,143.319741,131.965293,0.406965,0.689398,0.538072,0.407016,0.670630,0.498578,-0.003751
72,1777724923.640838,159.859758,146.308927,135.401577,0.135194,0.419976,0.163519,0.158332,0.433659,0.169162,-0.129807,142.010271,141.825148,130.247151,0.364754,0.666416,0.582554,0.358869,0.640089,0.535198,0.182226,147.960100,143.319741,131.965293,0.288234,0.584269,0.442876,0.292023,0.571279,0.413186,0.096121
73,1777724923.677376,160.416784,146.111659,135.899183,0.160349,0.393942,0.185554,0.157035,0.420078,0.184618,-0.161400,141.763521,141.585380,129.569732,0.214199,0.516961,0.361120,0.211877,0.504081,0.343017,0.393050,147.981275,143.094139,131.679549,0.196249,0.475955,0.302598,0.193597,0.476080,0.290217,0.247206
74,1777724923.689639,160.416784,146.111659,135.899183,0.203134,0.435755,0.218741,0.163851,0.450963,0.215884,-0.189839,141.763521,141.585380,129.569732,0.073545,0.343072,0.091725,0.056712,0.353620,0.098763,0.583054,147.981275,143.094139,131.679549,0.116741,0.373966,0.134064,0.092425,0.386068,0.137804,0.428812
75,1777724923.746614,161.440851,147.004953,135.931090,0.201482,0.519990,0.252657,0.163340,0.512608,0.247937,-0.212789,142.127306,140.414114,128.472579,-0.080220,0.180149,-0.173949,-0.103179,0.196849,-0.155242,0.707700,148.565154,142.611060,130.958749,0.013681,0.293429,-0.031747,-0.014339,0.302102,-0.020849,0.596772
76,1777724923.807872,159.745569,146.660949,136.250000,0.136863,0.590363,0.280529,0.147043,0.581526,0.267079,-0.226053,141.028986,141.300395,128.766469,-0.252900,0.062462,-0.380504,-0.255248,0.050909,-0.372550,0.738260,147.267847,143.087247,131.260979,-0.122979,0.238429,-0.160160,-0.121151,0.227781,-0.159341,0.710349
77,1777724923.823880,159.745569,146.660949,136.250000,0.087868,0.631328,0.283766,0.113133,0.627042,0.267444,-0.223375,141.028986,141.300395,128.766469,-0.397176,-0.051487,-0.522494,-0.382697,-0.060008,-0.514045,0.664620,147.267847,143.087247,131.260979,-0.235494,0.176118,-0.253741,-0.217421,0.169008,-0.253549,0.737023
